snapshot_index,time,magic_m2,final_train_nll,final_val_nll,final_kl,final_tv,steps_to_threshold,condition_id,architecture,n_sites,theta1,hidden_size,seed,snapshot_entropy
90,6.0,1.0422330166096039,1.907396411895752,1.8811132907867432,0.6589251417839119,0.46247231312682235,10.0,N6_th1.20_archmade_h48_s17,made,6,1.2,48,17,0.1845064499608188
0,0.0,1.0084901620272637,1.8365626430511475,1.8706274032592773,0.7141781829547829,0.46533410497856453,10.0,N6_th1.20_archmade_h48_s23,made,6,1.2,48,23,0.22807231345756984
18,1.2,0.9554189620941527,1.8506157398223877,1.8053817749023438,0.7487243898788245,0.5094571977929305,10.0,N6_th1.20_archmade_h48_s23,made,6,1.2,48,23,0.17341892145885193
36,2.4,1.0230536561426282,2.0015697193145754,1.9471943378448486,0.7835262679563662,0.5082881265736208,9.0,N6_th1.20_archmade_h48_s23,made,6,1.2,48,23,0.18904834460047573
54,3.6,0.9656155401069135,1.846972484588623,1.8695663213729858,0.7241851222609408,0.49339573731501335,9.0,N6_th1.20_archmade_h48_s23,made,6,1.2,48,23,0.21276342565497544
72,4.8,0.9679527930471643,1.9267418098449707,2.058892250061035,0.8383250343323363,0.5207395674818887,11.0,N6_th1.20_archmade_h48_s23,made,6,1.2,48,23,0.18893110055759413
90,6.0,1.0422330166096039,2.1566764640808107,2.1958508491516113,0.9256361243183702,0.546831388473315,12.0,N6_th1.20_archmade_h48_s23,made,6,1.2,48,23,0.1845064499608188
0,0.0,1.0084901620272637,2.0247662115097045,1.9507883787155151,0.8087293123600374,0.5259981695271252,11.0,N6_th1.20_archmade_h48_s29,made,6,1.2,48,29,0.22807231345756984
18,1.2,0.9554189620941527,1.9441093826293945,1.9368722438812256,0.8000446954128686,0.5247403692466068,11.0,N6_th1.20_archmade_h48_s29,made,6,1.2,48,29,0.17341892145885193
36,2.4,1.0230536561426282,2.0406118869781493,2.141126871109009,0.8414911890736578,0.5301957315812069,11.0,N6_th1.20_archmade_h48_s29,made,6,1.2,48,29,0.18904834460047573
54,3.6,0.9656155401069135,1.9634789896011353,1.9418658018112183,0.8478784530679224,0.5252302784797179,8.0,N6_th1.20_archmade_h48_s29,made,6,1.2,48,29,0.21276342565497544
